Invoice account,Sales order,Pool,Form 13,Customer Account Manager,Tax,Quantity,Site,Warehouse,Date,Invoice,Voucher,Currency,Invoice amount,Invoice amount in default currency,Don't Send,Sales balance,Sales balance in default currency,Number sequence group,Intercompany company,Intercompany purchase order,Posted via intercompany,Line-specific,Dimension account,Payment ID,Bank account,Total misc. charges,Sales tax group,Transport,Insurance,F.O.B,NetWieghtt,GrossWieghtt,DrowBackSamah,TaxDescription,Created date and time
0210194,00206413_055,,,,0.00,"5,000.00",Obour,5,1/10/2025,1230000018,0181999_Sales_Invoic,EGP,"58,250.00","58,250.00",No,"58,250.00","58,250.00", ’œÌ— «·ÃÌ‘,,,No,No,,,,0.00,,0.00,0.00,0.00,750.00,875.00,‰Â«∆Ì,"{""submissionId"":""ZCZDZ8DBVMZ25FRGF28QNBEG10"",""acceptedDocuments"":[{""uuid"":""R4MJ2GQBN09G5056F28QNBEG10"",""longId"":""9P2A7EN23ZNHJS4MF28QNBEG1072ehiQ1664691707"",""internalId"":""1230000018"",""hashKey"":""3nhga8Ipibg2YtXuMGUIWBDhtNoyJ6+xXPvPK0vh+DE=""}],""rejectedDocuments"":[]}",1/10/2025 9:58
0210296,00206511_055,,,,287.73,132.00,Obour,5,1/10/2025,1210000700,0182076_Sales_Invoic,EGP,"2,342.97","2,342.97",No,"2,055.24","2,055.24",›« Ê—Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,19.80,23.10,‰Â«∆Ì,"{""submissionId"":""ZZ38T797YQ3SMQA6JTZSNBEG10"",""acceptedDocuments"":[{""uuid"":""G3BCE348THK9WE67JTZSNBEG10"",""longId"":""2F547QEDWHF62G1XJTZSNBEG10u8vGX81664691797"",""internalId"":""1210000700"",""hashKey"":""fwUwgdCTaOUh3c0JK/yON6CN4i5coYQhFP2foH8KsDM=""}],""rejectedDocuments"":[]}",1/10/2025 12:43
0210321,00206612_055,,,,545.39,188.00,Obour,5,1/10/2025,1220005754,0182134_Sales_Invoic,EGP,"4,441.00","4,441.00",No,"3,895.61","3,895.61",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,37.48,42.30,‰Â«∆Ì,"{""submissionId"":""BG8PFP2NV6GK27DERYASNBEG10"",""acceptedDocuments"":[{""uuid"":""TJQ67PHH7M4MMA10SYASNBEG10"",""longId"":""R5NF1DEY9PD9ND5DSYASNBEG10rWgaB41664691776"",""internalId"":""1220005754"",""hashKey"":""cxM62UolkNrGiGqs4FwvJ3wid+94ktkKh+lM2IWxro4=""}],""rejectedDocuments"":[]}",1/10/2025 15:02
0210321,00206697_055,,,,"1,100.36",256.00,Obour,5,1/10/2025,1220005768,0182250_Sales_Invoic,EGP,"8,960.07","8,960.07",No,"7,859.71","7,859.71",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,75.52,83.20,‰Â«∆Ì,"{""submissionId"":""QP8YPVSNPQCHXYPX2BNRNBEG10"",""acceptedDocuments"":[{""uuid"":""86BGV4W7B591YQJR2BNRNBEG10"",""longId"":""2V2779BDFDSNXDFZ2BNRNBEG10SKfCWJ1664691754"",""internalId"":""1220005768"",""hashKey"":""JURC+Qhr0mPS/I3HMzdYy+byaClwXaSGk7Gpr6FVT6c=""}],""rejectedDocuments"":[]}",1/10/2025 18:01
0210369,00206643_055,,,,967.83,444.00,Obour,5,1/10/2025,1220005759,0182181_Sales_Invoic,EGP,"7,880.91","7,880.91",No,"6,913.08","6,913.08",ﬁ”Ì„Â «·ÃÌ‘,,,No,No,,,,0.00,14%,0.00,0.00,0.00,66.60,77.28,‰Â«∆Ì,"{""submissionId"":""PAX7MS92PSG8HY03JAVRNBEG10"",""acceptedDocuments"":[{""uuid"":""0G2PMAKVYQQT5H7WJAVRNBEG10"",""longId"":""PNVE3JP9WP3FJ5Y9JAVRNBEG1068BZ3T1664691760"",""internalId"":""1220005759"",""hashKey"":""UxYE5ENz8wR9zqphkAGQK5+9zVCXnteyQxLCsiZDaA0=""}],""rejectedDocuments"":[]}",1/10/2025 16:04
0220001,00206364_055,,,,557.48,277.50,Obour,16,1/10/2025,1320012870,0181979_Sales_Invoic,EGP,"4,539.48","4,539.48",No,"3,982.00","3,982.00",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,39.30,45.86,‰Â«∆Ì,"{""submissionId"":""JXHYDSNC6NBZY1851FASNBEG10"",""acceptedDocuments"":[{""uuid"":""8X2RMJMYFH9XJRE51FASNBEG10"",""longId"":""YWPFTD5G8W2EK6CJ2FASNBEG10hMq7Ft1664691775"",""internalId"":""1320012870"",""hashKey"":""DB5ysjVLjGu8M3pTUSYi+vnQXU5eVFtYW/dgFP5pE3k=""}],""rejectedDocuments"":[]}",1/10/2025 9:14
0220001,00206365_055,,,,669.29,298.00,Obour,16,1/10/2025,1320012871,0181981_Sales_Invoic,EGP,"5,449.92","5,449.92",No,"4,780.63","4,780.63",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,49.80,57.43,‰Â«∆Ì,"{""submissionId"":""99MAG05BS63J5HSYBW6SNBEG10"",""acceptedDocuments"":[{""uuid"":""7FF2PZ99TEM3B3MCBW6SNBEG10"",""longId"":""3VZH79RYVEK4MFD3BW6SNBEG10zP4PAm1664691772"",""internalId"":""1320012871"",""hashKey"":""N1kpIIF+4h3xQjkMWXSG6jLzWNXmWSEIQLvoRDTZoLA=""}],""rejectedDocuments"":[]}",1/10/2025 9:16
0220001,00206327_055,,,,"2,419.55","1,046.00",Obour,16,1/10/2025,1320012872,0181983_Sales_Invoic,EGP,"19,702.04","19,702.04",No,"17,282.49","17,282.49",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,186.10,215.77,‰Â«∆Ì,"{""submissionId"":""5XV4FGHEVG7MWCD6VG0RNBEG10"",""acceptedDocuments"":[{""uuid"":""E6VE404R32X57YJ1VG0RNBEG10"",""longId"":""T3XES88V2MGMGN6DWG0RNBEG10v2x62J1664691733"",""internalId"":""1320012872"",""hashKey"":""PZD2nqCxMdIe/IA2tqLkLlwRI2ewXHg7x/Gv6ifYizc=""}],""rejectedDocuments"":[]}",1/10/2025 9:17
0220001,00206333_055,,,,"3,686.74","1,680.50",Obour,16,1/10/2025,1320012873,0181985_Sales_Invoic,EGP,"30,020.57","30,020.57",No,"26,333.83","26,333.83",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,268.62,312.81,‰Â«∆Ì,"{""submissionId"":""BG1VGNRCYRY9XCA1Q2AQNBEG10"",""acceptedDocuments"":[{""uuid"":""XBT0VVJNHETDTAXER2AQNBEG10"",""longId"":""EKZ5H5DR07NEA2ZZS2AQNBEG10r9aE0E1664691710"",""internalId"":""1320012873"",""hashKey"":""yLQ7esz8NByNWnmHMd3quKWU0+yXgQ96RUN0L1t+rcU=""}],""rejectedDocuments"":[]}",1/10/2025 9:18
0220001,00206337_055,,,,"3,336.93","1,384.50",Obour,16,1/10/2025,1320012874,0181986_Sales_Invoic,EGP,"27,172.13","27,172.13",No,"23,835.20","23,835.20",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,268.01,305.35,‰Â«∆Ì,"{""submissionId"":""ZGZ7P6523V4HQ1SCRAGQNBEG10"",""acceptedDocuments"":[{""uuid"":""QDYXWYPD7T33Y9NDSAGQNBEG10"",""longId"":""R0ZKPV5B4YA72FRMTAGQNBEG10lPKT6o1664691716"",""internalId"":""1320012874"",""hashKey"":""ghb8QGMg2s/seoLiuh42/fpSj5WHWQ/NKITmglZz87s=""}],""rejectedDocuments"":[]}",1/10/2025 9:19
0220001,00206341_055,,,,"1,847.25","1,052.50",Obour,16,1/10/2025,1320012875,0181987_Sales_Invoic,EGP,"15,041.86","15,041.86",No,"13,194.61","13,194.61",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,136.41,161.49,‰Â«∆Ì,"{""submissionId"":""4BEY6MF2FW1E5Y5C188RNBEG10"",""acceptedDocuments"":[{""uuid"":""E3TSGVNKYXB9JJWV288RNBEG10"",""longId"":""P36DWQE94F5RBWA2288RNBEG10whGeaw1664691740"",""internalId"":""1320012875"",""hashKey"":""X72Hz7t5qYCzVmxd38frRAZvn8CN4YYdNWzMwn+PyRk=""}],""rejectedDocuments"":[]}",1/10/2025 9:19
0220001,00206342_055,,,,"2,623.31","1,181.00",Obour,16,1/10/2025,1320012876,0181988_Sales_Invoic,EGP,"21,361.26","21,361.26",No,"18,737.95","18,737.95",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,196.85,226.24,‰Â«∆Ì,"{""submissionId"":""YN5V4THYZEXYR2CFQJYQNBEG10"",""acceptedDocuments"":[{""uuid"":""JMV8JDBKPSJC9G4FRJYQNBEG10"",""longId"":""N3TENWPK021D7DKARJYQNBEG10nfpuLf1664691731"",""internalId"":""1320012876"",""hashKey"":""XBzUsq6wUgKR5BV/8dxUORP0hImzVD8wt0Vq/4rQc2w=""}],""rejectedDocuments"":[]}",1/10/2025 9:21
0220001,00206369_055,,,,"1,013.52",424.00,Obour,16,1/10/2025,1320012882,0182001_Sales_Invoic,EGP,"8,252.92","8,252.92",No,"7,239.40","7,239.40",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,82.38,93.82,‰Â«∆Ì,"{""submissionId"":""ATWTNWQFKZ59XGA621TRNBEG10"",""acceptedDocuments"":[{""uuid"":""0JNN0EDJTWPD5VK621TRNBEG10"",""longId"":""YXRTY910EESBD4M331TRNBEG104EYb0v1664691759"",""internalId"":""1320012882"",""hashKey"":""5Bi87WDi/G/mXK0tjWfNpxIp03ive5PYOe+5pRhdgh8=""}],""rejectedDocuments"":[]}",1/10/2025 10:05
0220001,00206367_055,,,,175.86,64.00,Obour,16,1/10/2025,1320012883,0182012_Sales_Invoic,EGP,"1,432.02","1,432.02",No,"1,256.16","1,256.16",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,11.52,15.36,‰Â«∆Ì,"{""submissionId"":""K6KMQT1ESNVBFEYYDAHTNBEG10"",""acceptedDocuments"":[{""uuid"":""YGFJQ0Q28MEY0J6QDAHTNBEG10"",""longId"":""CC3E2MX0XY8JVD8ZDAHTNBEG1098sHUQ1664691815"",""internalId"":""1320012883"",""hashKey"":""J9mnSWzWpH4WNSWbtQfvpw3CIt1mwNJD057DZtBBw70=""}],""rejectedDocuments"":[]}",1/10/2025 10:20
0220001,00206368_055,,,,765.64,313.00,Obour,16,1/10/2025,1320012884,0182030_Sales_Invoic,EGP,"6,234.46","6,234.46",No,"5,468.82","5,468.82",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,56.23,67.51,‰Â«∆Ì,"{""submissionId"":""5M3C1AM9X354F0Q31D4SNBEG10"",""acceptedDocuments"":[{""uuid"":""AWN88A46VQAVAN3D1D4SNBEG10"",""longId"":""K2R7RSW9WCXTX9QG1D4SNBEG10q0nTXF1664691769"",""internalId"":""1320012884"",""hashKey"":""WGO9LyHYvHecu7/GLqigKUmUPH0Hgjcjs8/CyllelGU=""}],""rejectedDocuments"":[]}",1/10/2025 10:59
0220001,00206371_055,,,,463.54,238.00,Obour,16,1/10/2025,1320012885,0182039_Sales_Invoic,EGP,"3,774.52","3,774.52",No,"3,310.98","3,310.98",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,33.69,39.09,‰Â«∆Ì,"{""submissionId"":""VDBEWDTY23665K4E3SJSNBEG10"",""acceptedDocuments"":[{""uuid"":""J70WYFPM6M6NBGP33SJSNBEG10"",""longId"":""KK3KT1PD35TVDTN03SJSNBEG104pIwuF1664691784"",""internalId"":""1320012885"",""hashKey"":""yeE4aWJ+AWscrPlsfX1a71C+Ycmvd9XYwEi1yLPckYI=""}],""rejectedDocuments"":[]}",1/10/2025 11:38
0220001,00206372_055,,,,238.70,110.00,Obour,16,1/10/2025,1320012886,0182040_Sales_Invoic,EGP,"1,943.72","1,943.72",No,"1,705.02","1,705.02",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,16.56,19.21,”„«Õ „ƒﬁ ,"{""submissionId"":""00K585208JAWY99GYA5TNBEG10"",""acceptedDocuments"":[{""uuid"":""N259QK0778ZM4T05YA5TNBEG10"",""longId"":""W38FR9Q2H2VKSMBCZA5TNBEG10NojFS91664691803"",""internalId"":""1320012886"",""hashKey"":""mR1tXDMUhF3mW1w0PYKbyjAmhS1ZqNf7gzjIBnhwYKY=""}],""rejectedDocuments"":[]}",1/10/2025 11:39
0220001,00206373_055,,,,617.58,296.00,Obour,16,1/10/2025,1320012887,0182041_Sales_Invoic,EGP,"5,028.90","5,028.90",No,"4,411.32","4,411.32",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,44.40,51.52,‰Â«∆Ì,"{""submissionId"":""FVKRRQYVEWBWKBYWVZ8SNBEG10"",""acceptedDocuments"":[{""uuid"":""NAG6YVB9GQXKDYP1VZ8SNBEG10"",""longId"":""8ZVH9Y81D8YN70G6VZ8SNBEG10XEVmUm1664691774"",""internalId"":""1320012887"",""hashKey"":""UuVezQ1cOoZmn08rSvZRkN0sGU+1FCUYNZ60U3VdEm0=""}],""rejectedDocuments"":[]}",1/10/2025 11:40
0220001,00206362_055,,,,267.22,119.00,Obour,16,1/10/2025,1320012888,0182057_Sales_Invoic,EGP,"2,175.96","2,175.96",No,"1,908.74","1,908.74",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,20.70,23.78,‰Â«∆Ì,"{""submissionId"":""A38RSCX33J7M5KK4NP1TNBEG10"",""acceptedDocuments"":[{""uuid"":""ZA2TRCZGY2RD8GXZNP1TNBEG10"",""longId"":""PAHVF6C1CD5QP8KYNP1TNBEG10iuPZFn1664691799"",""internalId"":""1320012888"",""hashKey"":""ykYeE2KJ0neWDx6CvCRPx1mMx2nK68AXCzusgYmdFD0=""}],""rejectedDocuments"":[]}",1/10/2025 12:19
0220001,00206363_055,,,,99.10,48.00,Obour,16,1/10/2025,1320012889,0182062_Sales_Invoic,EGP,806.99,806.99,No,707.89,707.89,ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,6.98,8.16,‰Â«∆Ì,"{""submissionId"":""M08ZT0GEEKQVT0DKR7YTNBEG10"",""acceptedDocuments"":[{""uuid"":""KBZWMBE55QBCT10KS7YTNBEG10"",""longId"":""M4VQ578RS79B0HW4S7YTNBEG10OD42cU1664691828"",""internalId"":""1320012889"",""hashKey"":""e5KB8tADIW54MBCQnq6cKAjsk8BYh0NBgXS1zZv9F30=""}],""rejectedDocuments"":[]}",1/10/2025 12:26
0220001,00206366_055,,,,431.60,198.00,Obour,16,1/10/2025,1320012890,0182064_Sales_Invoic,EGP,"3,514.46","3,514.46",No,"3,082.86","3,082.86",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,30.45,35.08,‰Â«∆Ì,"{""submissionId"":""RJKECJHH2C4TVSDPZ7PSNBEG10"",""acceptedDocuments"":[{""uuid"":""QXCSK34R5EN6A0E5Z7PSNBEG10"",""longId"":""DR981NJ1NZWTHBKHZ7PSNBEG10XG8Lh51664691788"",""internalId"":""1320012890"",""hashKey"":""q5bgLf+qoiR9P9bNkKYQbbLqyrKKTcz5SCm9p7dNb5Y=""}],""rejectedDocuments"":[]}",1/10/2025 12:27
0220001,00206360_055,,,,26.16,12.00,Obour,16,1/10/2025,1320012891,0182072_Sales_Invoic,EGP,213.00,213.00,No,186.84,186.84,ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,1.80,2.08,‰Â«∆Ì,"{""submissionId"":""5XJYNQWZFH7PEANYQ1TVNBEG10"",""acceptedDocuments"":[{""uuid"":""3A2TEPWKNSHMBYR1Q1TVNBEG10"",""longId"":""MXT5RGY5BPY21AQHQ1TVNBEG107mdwaO1664691857"",""internalId"":""1320012891"",""hashKey"":""sLOG0gYx8qLFNJD7YS1egtendQIjVDVPSJu85gminCw=""}],""rejectedDocuments"":[]}",1/10/2025 12:38
0220001,00206358_055,,,,"1,070.38",422.00,Obour,16,1/10/2025,1320012892,0182095_Sales_Invoic,EGP,"8,715.94","8,715.94",No,"7,645.56","7,645.56",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,79.04,94.22,‰Â«∆Ì,"{""submissionId"":""Y67CY0JS783GBVFRYSQRNBEG10"",""acceptedDocuments"":[{""uuid"":""8ET8HQ7ME3XEPH3VZSQRNBEG10"",""longId"":""CJFS2JBNTDJJYYJHZSQRNBEG10L1FjB11664691756"",""internalId"":""1320012892"",""hashKey"":""pLqUbvnx+0J2+eh6VjfNmleK0Nb9hq9tcnHm2wiCOf0=""}],""rejectedDocuments"":[]}",1/10/2025 13:12
0220001,00206355_055,,,,177.58,64.00,Obour,16,1/10/2025,1320012893,0182096_Sales_Invoic,EGP,"1,446.02","1,446.02",No,"1,268.44","1,268.44",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,11.52,15.36,‰Â«∆Ì,"{""submissionId"":""9B43PPQT98WTN9QGHXGTNBEG10"",""acceptedDocuments"":[{""uuid"":""X4Y3AK0P07K1T506HXGTNBEG10"",""longId"":""7KTQT48VSXTCZQ00HXGTNBEG10aEmy021664691815"",""internalId"":""1320012893"",""hashKey"":""5GcnH7Uh1RoN9/+98L3GzZDIKsL6T24GA7YMBMxIJYs=""}],""rejectedDocuments"":[]}",1/10/2025 13:14
0220001,00206356_055,,,,78.47,36.00,Obour,16,1/10/2025,1320012894,0182097_Sales_Invoic,EGP,638.99,638.99,No,560.52,560.52,ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,5.40,6.12,‰Â«∆Ì,"{""submissionId"":""FF08XJBBTZQDHTA4WZ6VNBEG10"",""acceptedDocuments"":[{""uuid"":""HQWW657E37BATJ55WZ6VNBEG10"",""longId"":""SWTJZPC6DZZQV2NVWZ6VNBEG10ZU2GVi1664691837"",""internalId"":""1320012894"",""hashKey"":""+kwXeEFJEtwBe8z30RE+JjUb6r7NxGUKm2M90cEmWSg=""}],""rejectedDocuments"":[]}",1/10/2025 13:15
0220001,00206357_055,,,,497.06,221.00,Obour,16,1/10/2025,1320012895,0182103_Sales_Invoic,EGP,"4,047.46","4,047.46",No,"3,550.40","3,550.40",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,36.42,42.64,‰Â«∆Ì,"{""submissionId"":""AEZ51D03GS4T3KKAK4ESNBEG10"",""acceptedDocuments"":[{""uuid"":""PPRP5PDXT7SQD63FK4ESNBEG10"",""longId"":""2WB9300JQF6TD7DFK4ESNBEG10NBjwLq1664691779"",""internalId"":""1320012895"",""hashKey"":""AtwcYpQsiB4amSL8nBvYU1IbTMZXNxlRVmwx7woJ7/g=""}],""rejectedDocuments"":[]}",1/10/2025 13:38
0220001,00206359_055,,,,750.65,334.50,Obour,16,1/10/2025,1320012896,0182145_Sales_Invoic,EGP,"6,112.43","6,112.43",No,"5,361.78","5,361.78",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,54.30,62.44,‰Â«∆Ì,"{""submissionId"":""5AH36XEYFVGBKY9YQW4SNBEG10"",""acceptedDocuments"":[{""uuid"":""6CA6878FW3H3NNDHQW4SNBEG10"",""longId"":""J7Y4BMHHECAPRTGEQW4SNBEG10XHc9FB1664691770"",""internalId"":""1320012896"",""hashKey"":""vhrOa47DY06XL1p059DzsXFRA2b4yXOBMYK31cL2GBs=""}],""rejectedDocuments"":[]}",1/10/2025 15:25
0220001,00206361_055,,,,315.64,132.00,Obour,16,1/10/2025,1320012897,0182146_Sales_Invoic,EGP,"2,570.21","2,570.21",No,"2,254.57","2,254.57",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,25.08,28.76,‰Â«∆Ì,"{""submissionId"":""NZXGYM20BNPRWE1JQHYSNBEG10"",""acceptedDocuments"":[{""uuid"":""NJ465JPJ47WNTX3XRHYSNBEG10"",""longId"":""SDKAQ8HNVA937YWWRHYSNBEG10fRcy4O1664691796"",""internalId"":""1320012897"",""hashKey"":""xS20sjOS5jEBuH8tJAAykOMmJ+8ywV+3KhloX1caYdw=""}],""rejectedDocuments"":[]}",1/10/2025 15:26
0220001,00206349_055,,,,"1,719.65",680.00,Obour,16,1/10/2025,1320012898,0182155_Sales_Invoic,EGP,"14,002.84","14,002.84",No,"12,283.19","12,283.19",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,137.34,160.22,‰Â«∆Ì,"{""submissionId"":""86AJ6PPS30FM7225KR9RNBEG10"",""acceptedDocuments"":[{""uuid"":""FGGQBNG4RBPPX3K4KR9RNBEG10"",""longId"":""TTQN4RN5P8SF97X0MR9RNBEG10HUtPAq1664691742"",""internalId"":""1320012898"",""hashKey"":""nGpn0KE01jW6Tn3dfW2HTUdLSTo/Rsj8hyBqulthIPI=""}],""rejectedDocuments"":[]}",1/10/2025 15:38
0220001,00206351_055,,,,245.31,86.00,Obour,16,1/10/2025,1320012899,0182163_Sales_Invoic,EGP,"1,997.49","1,997.49",No,"1,752.18","1,752.18",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,23.10,25.75,‰Â«∆Ì,"{""submissionId"":""K5YZ4V8CTEDK8XQAJ43TNBEG10"",""acceptedDocuments"":[{""uuid"":""TDEGX4JHN99Q0A51J43TNBEG10"",""longId"":""MA5GZVCDAXN18GQXJ43TNBEG10vkjqWR1664691801"",""internalId"":""1320012899"",""hashKey"":""jCp0+vQGC3g3tnmSJk82UbnBELtm5U2lo6YgTbtvkPc=""}],""rejectedDocuments"":[]}",1/10/2025 15:40
0220001,00206352_055,,,,217.98,100.00,Obour,16,1/10/2025,1320012900,0182165_Sales_Invoic,EGP,"1,774.98","1,774.98",No,"1,557.00","1,557.00",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,15.00,17.30,‰Â«∆Ì,"{""submissionId"":""1F5PRZK4JWCW4N2ASD8TNBEG10"",""acceptedDocuments"":[{""uuid"":""MBT40YQC4TX1C5DDSD8TNBEG10"",""longId"":""P9PESZCBS2A795CCSD8TNBEG10hkWIPJ1664691806"",""internalId"":""1320012900"",""hashKey"":""x9SY74hHi8Cl/JQxokiDzsCDWqDyszZhtGTecAZlUpQ=""}],""rejectedDocuments"":[]}",1/10/2025 15:42
0220001,00206353_055,,,,"1,472.20",673.00,Obour,16,1/10/2025,1320012901,0182189_Sales_Invoic,EGP,"11,987.88","11,987.88",No,"10,515.68","10,515.68",ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,109.17,125.85,‰Â«∆Ì,"{""submissionId"":""61YHEHDWQJ7KSPD64CFRNBEG10"",""acceptedDocuments"":[{""uuid"":""7H2M7PWZKFQV3NVB5CFRNBEG10"",""longId"":""TZ135GWWHAZHSB2R5CFRNBEG100TKEN91664691748"",""internalId"":""1320012901"",""hashKey"":""NyBY1Q93sSXbPplCMF1AcJzoLOL9IpZ+Uvy8k5EjJxc=""}],""rejectedDocuments"":[]}",1/10/2025 16:32
0220001,00206354_055,,,,80.65,37.00,Obour,16,1/10/2025,1320012902,0182197_Sales_Invoic,EGP,656.74,656.74,No,576.09,576.09,ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,5.55,6.48,‰Â«∆Ì,"{""submissionId"":""K1MZ68HYE97RHRA5KB3VNBEG10"",""acceptedDocuments"":[{""uuid"":""Q8D3MVGTADVMK6E1KB3VNBEG10"",""longId"":""9YKCPE73S4SWYC7BKB3VNBEG104FkfoH1664691834"",""internalId"":""1320012902"",""hashKey"":""QoluPc5GZLJ7YB35dsZuwYusw/6CEAFdESQQZ32qKtw=""}],""rejectedDocuments"":[]}",1/10/2025 16:51
0220001,00206370_055,,,,134.84,43.00,Obour,16,1/10/2025,1320012903,0182198_Sales_Invoic,EGP,"1,097.98","1,097.98",No,963.14,963.14,ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,12.45,13.89,‰Â«∆Ì,"{""submissionId"":""B3E80SDARPC82353MANTNBEG10"",""acceptedDocuments"":[{""uuid"":""BCGHJ01BSG1GEJJ5MANTNBEG10"",""longId"":""KR5XF4B9YF8J9KW1NANTNBEG102CASDL1664691819"",""internalId"":""1320012903"",""hashKey"":""3EUEVxBtUu4MvNOJIrXJWdIjn+ma7NFw+yuXBB9k5x8=""}],""rejectedDocuments"":[]}",1/10/2025 16:53
0220001,00206346_055,,,,61.56,35.00,Obour,16,1/10/2025,1320012904,0182201_Sales_Invoic,EGP,501.25,501.25,No,439.69,439.69,ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,4.23,4.93,‰Â«∆Ì,"{""submissionId"":""FWFVGY7W8TB534YV9CDVNBEG10"",""acceptedDocuments"":[{""uuid"":""5EC3Y9EVH68X4M91ACDVNBEG10"",""longId"":""S6KG76QHKH5ED1PZACDVNBEG106uq33h1664691844"",""internalId"":""1320012904"",""hashKey"":""DNCEAegzL0CAxJ5ZmuxJiaPnWZe/XNRIRE3RJM5F//c=""}],""rejectedDocuments"":[]}",1/10/2025 17:01
0220001,00206344_055,,,,84.28,35.00,Obour,16,1/10/2025,1320012905,0182204_Sales_Invoic,EGP,686.25,686.25,No,601.97,601.97,ﬁ”Ì„Â «·„Ê”ﬂÏ 1,,,No,No,,,,0.00,14%,0.00,0.00,0.00,5.64,6.94,‰Â«∆Ì,"{""submissionId"":""SMXA28SPK6G2X72P5M0VNBEG10"",""acceptedDocuments"":[{""uuid"":""XADXVJR7MFADWNTQ5M0VNBEG10"",""longId"":""669ZKYMVG53PSFRC5M0VNBEG10mSenKj1664691831"",""internalId"":""1320012905"",""hashKey"":""V/5JPQtMtQn29QSzydJcIlC7mj7RU5p94IF5r733SWI=""}],""rejectedDocuments"":[]}",1/10/2025 17:03
